qid,question,definition,ambiguous,candidate_answer,candidate_unit,source_page,evidence_anchors,company,fiscal_year,verdict,corrected_answer,corrected_unit,notes,precheck,page_excerpt,source_note,also_on_pages
FId7192b78,"For HDFC Bank Limited, as reported for the year ended March 31, 2023, what were depreciation and amortization expenses (depreciation and amortization expenses as reported in the consolidated financial statements)?",depreciation and amortization expenses as reported in the consolidated financial statements,no,103.20,crore,465,p465: Depreciation | 103.20,HDFC Bank Limited,2023-24,rejected,,,"For HDFC Bank Limited, as reported for the year ended March 31, 2023, what were depreciation and  amortization expenses (depreciation and amortization expenses as reported in the consolidated  financial statements)?  definition: depreciation and amortization expenses as reported in the consolidated financial  statements────────────────────────────────────────────────────────────────────────────────────────────────────  candidate answer   103.20   crore  cited page         p465  read from           row 'Depreciation', column 'March 31, 2023' (p.465, Financial Statements,  table 1, column 'March 31, 2023')  machine pre-check  on_cited_page — the figure is printed on the cited page  from the filing:      Depreciation      103.20────────────────────────────────────────────────────────────────────────────────────────────────────  Is this the right answer to the question as written?  Check the metric, the year's column, the scale and the sign.  [y] correct      [c] correct, but a different number  [n] wrong        [?] unsure / needs review  [s] skip         [q] save and quitq",on_cited_page,Depreciation  //  103.20,"row 'Depreciation', column 'March 31, 2023' (p.465, Financial Statements, table 1, column 'March 31, 2023')",
FIb81dcb00,"For Infosys Limited, as reported for the year ended March 31, 2023, what were other expenses (other expenses as reported in the consolidated financial statements)?",other expenses as reported in the consolidated financial statements,no,4392,INR crore,13,p13: Other expenses | 4392,Infosys Limited,2023-24,validated,,,,on_cited_page,"Other expenses  //  4,392","row 'Other expenses', column None (p.13, Consolidated Statement of Profit and Loss, table 0)",
FIc2c6c065,"For Reliance Industries Limited, as reported for the year ended March 31, 2023, what were other equity (other equity as reported in the consolidated financial statements)?",other equity as reported in the consolidated financial statements,no,709106,crore,110,p110: Other Equity | 709106,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Other Equity  //  7,09,106","row 'Other Equity', column '31st March, 2023' (p.110, Managing Director, table 0, column '31st March, 2023')",
FIe3cb2733,"For Tata Motors Limited, as reported for the year ended March 31, 2024, what were exceptional items (exceptional items as reported in the consolidated financial statements)?",exceptional items as reported in the consolidated financial statements,no,977.06,INR crore,281,p281: Exceptional items | 977.06,Tata Motors Limited,2023-24,validated,,,,on_cited_page,Exceptional items  //  977.06,"row 'Exceptional items', column '' (p.281, FINANCIALS, table 1)",
FIe9bde932,"For HDFC Bank Limited, as reported for the year ended March 31, 2023, what were interest earned (interest earned as reported in the consolidated financial statements)?",interest earned as reported in the consolidated financial statements,no,170754.05,crore,413,p413: Interest earned | 170754.05,HDFC Bank Limited,2023-24,,,,,on_cited_page,"Interest earned  //  170,754.05","row 'Interest earned', column 'March 31, 2023' (p.413, Integrated Annual Report 2023-24, table 0, column 'March 31, 2023')",
FIbd3a2885,"For Infosys Limited, as reported for the year ended March 31, 2024, what were total equity (total equity as reported on the consolidated balance sheet)?",total equity as reported on the consolidated balance sheet,no,88461,INR crore,12,p12: Total equity | 88461,Infosys Limited,2023-24,validated,,,,on_cited_page,"Total equity  //  88,461","row 'Total equity', column '2024' (p.12, Consolidated Balance Sheet (contd.), table 0, column '2024')",
FIc9c602f8,"For Reliance Industries Limited, as reported for the year ended March 31, 2024, what were current tax (current tax as reported in the consolidated financial statements)?",current tax as reported in the consolidated financial statements,no,13590,crore,111,p111: Current Tax | 13590,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Current Tax  //  13,590","row 'Current Tax', column '2023-24' (p.111, Managing Director, table 2, column '2023-24')",
FIec648ceb,"For Tata Motors Limited, as reported for the year ended March 31, 2024, what were interest income (interest income as reported in the consolidated financial statements)?",interest income as reported in the consolidated financial statements,no,-2608.60,INR crore,282,p282: Interest income | -2608.60 ;; p339: Interest income | 9.85,Tata Motors Limited,2023-24,,,,,on_cited_page,"Interest income  //  (2,608.60)","row 'Interest income', column '' (p.282, 79th Integrated Annual Report, table 0)",
FIecfc1d53,"For HDFC Bank Limited, as reported for the year ended March 31, 2024, what were property, plant and equipment (property, plant and equipment as reported in the consolidated financial statements)?","property, plant and equipment as reported in the consolidated financial statements",no,12603.76,crore,412,p412: Fixed assets | 12603.76,HDFC Bank Limited,2023-24,rejected,,,"The cited ₹12,603.76 crore figure is “Fixed assets” in the banking financial-statements format, not specifically the consolidated balance-sheet line “Property, plant and equipment.” The question explicitly asks for property, plant and equipment as reported in the consolidated financial statements, so the metric does not match.",on_cited_page,"Fixed assets  //  12,603.76","row 'Fixed assets', column '' (p.412, Company Secretary, table 0)",
FIc7be25a5,"For Infosys Limited, as reported for the year ended March 31, 2024, what were total income (total income as reported in the consolidated financial statements)?",total income as reported in the consolidated financial statements,no,158381,INR crore,13,p13: Total income | 158381,Infosys Limited,2023-24,validated,,,,on_cited_page,"Total income  //  1,58,381","row 'Total income', column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023' (p.13, Consolidated Statement of Profit and Loss, table 0, column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023')",
FIcbe0d156,"For Reliance Industries Limited, as reported for the year ended March 31, 2023, what were deferred tax (deferred tax as reported in the consolidated financial statements)?",deferred tax as reported in the consolidated financial statements,no,1549,crore,110,p110: Deferred Tax Assets (Net) | 1549 ;; p111: Deferred Tax | 11978,Reliance Industries Limited,2023-24,rejected,,,"The candidate ₹1,549 crore is specifically “Deferred Tax Assets (Net)”, not the consolidated financial-statements “Deferred Tax” expense for FY2022–23.For the requested deferred tax as reported in the consolidated statement of profit and loss:Deferred Tax Provision (B): ₹11,988 croreFY ended March 31, 2023Scale: ₹ crore",on_cited_page,"Deferred Tax Assets (Net)  //  1,549","row 'Deferred Tax Assets (Net)', column '(C in crore)' (p.110, Managing Director, table 0, column '(C in crore)')",
FIedfd41df,"For Tata Motors Limited, as reported for the year ended March 31, 2023, what were interest income (interest income as reported in the consolidated financial statements)?",interest income as reported in the consolidated financial statements,no,-1251.18,INR crore,282,p282: Interest income | -1251.18 ;; p339: Interest income | 8.58,Tata Motors Limited,2023-24,,,,,on_cited_page,"Interest income  //  (1,251.18)","row 'Interest income', column '(₹ in crores)' (p.282, 79th Integrated Annual Report, table 0, column '(₹ in crores)')",
FIef6a2a27,"For HDFC Bank Limited, as reported for the year ended March 31, 2023, what were provisions and contingencies (provisions and contingencies as reported in the consolidated financial statements)?",provisions and contingencies as reported in the consolidated financial statements,no,29203.77,crore,413,p413: Provisions and contingencies | 29203.77,HDFC Bank Limited,2023-24,validated,,,,on_cited_page,"Provisions and contingencies  //  29,203.77","row 'Provisions and contingencies', column 'March 31, 2023' (p.413, Integrated Annual Report 2023-24, table 0, column 'March 31, 2023')",
FIcb28c7eb,"For Infosys Limited, as reported for the year ended March 31, 2024, what were profit before tax (profit before tax as reported in the consolidated financial statements)?",profit before tax as reported in the consolidated financial statements,no,35988,INR crore,13,p13: Profit before tax | 35988,Infosys Limited,2023-24,validated,,,,on_cited_page,"Profit before tax  //  35,988","row 'Profit before tax', column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023' (p.13, Consolidated Statement of Profit and Loss, table 0, column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023')",
FIcf3e35a8,"For Reliance Industries Limited, as reported for the year ended March 31, 2024, what were cost of materials consumed (cost of materials consumed as reported in the consolidated financial statements)?",cost of materials consumed as reported in the consolidated financial statements,no,400345,crore,111,p111: Cost of Materials Consumed | 400345,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Cost of Materials Consumed  //  4,00,345","row 'Cost of Materials Consumed', column '2023-24' (p.111, Managing Director, table 2, column '2023-24')",
FIffbd5690,"For Tata Motors Limited, as reported for the year ended March 31, 2024, what were profit before tax (profit before tax as reported in the consolidated financial statements)?",profit before tax as reported in the consolidated financial statements,no,27955.11,INR crore,281,p281: Profit before tax (VII-VIII) | 27955.11,Tata Motors Limited,2023-24,,,,,on_cited_page,"Profit before tax (VII-VIII)  //  27,955.11","row 'Profit before tax (VII-VIII)', column '' (p.281, FINANCIALS, table 1)",
FIf546915f,"For HDFC Bank Limited, as reported for the year ended March 31, 2024, what were interest expended (interest expended as reported in the consolidated financial statements)?",interest expended as reported in the consolidated financial statements,no,154138.55,crore,413,p413: Interest expended | 154138.55,HDFC Bank Limited,2023-24,validated,,,,on_cited_page,"Interest expended  //  154,138.55","row 'Interest expended', column 'March 31, 2024' (p.413, Integrated Annual Report 2023-24, table 0, column 'March 31, 2024')",
FIcc309f29,"For Infosys Limited, as reported for the year ended March 31, 2023, what were total non-current assets (total non-current assets as reported in the consolidated financial statements)?",total non-current assets as reported in the consolidated financial statements,no,54935,INR crore,11,p11: Total non-current assets | 54935,Infosys Limited,2023-24,validated,,,,on_cited_page,"Total non-current assets  //  54,935","row 'Total non-current assets', column '2023' (p.11, Consolidated Balance Sheet, table 0, column '2023')",
FId31cb087,"For Reliance Industries Limited, as reported for the year ended March 31, 2024, what were property, plant and equipment (property, plant and equipment as reported in the consolidated financial statements)?","property, plant and equipment as reported in the consolidated financial statements",no,606084,crore,110,"p110: Property, Plant and Equipment | 606084",Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Property, Plant and Equipment  //  6,06,084","row 'Property, Plant and Equipment', column '31st March, 2024' (p.110, Managing Director, table 0, column '31st March, 2024')",
FIf66d80e7,"For HDFC Bank Limited, as reported for the year ended March 31, 2024, what were borrowings (the 'Borrowings' line item as reported on the consolidated balance sheet)?",the 'Borrowings' line item as reported on the consolidated balance sheet,no,730615.46,crore,412,p412: Borrowings | 730615.46,HDFC Bank Limited,2023-24,validated,,,,on_cited_page,"Borrowings  //  730,615.46","row 'Borrowings', column 'March 31, 2024' (p.412, Company Secretary, table 0, column 'March 31, 2024')",
FId3649c63,"For Infosys Limited, as reported for the year ended March 31, 2023, what were capital work-in-progress (capital work-in-progress as reported in the consolidated financial statements)?",capital work-in-progress as reported in the consolidated financial statements,no,288,INR crore,11,p11: Capital work-in-progress | 288,Infosys Limited,2023-24,validated,,,,on_cited_page,Capital work-in-progress  //  288,"row 'Capital work-in-progress', column '2023' (p.11, Consolidated Balance Sheet, table 0, column '2023')",
FId39a24c1,"For Reliance Industries Limited, as reported for the year ended March 31, 2023, what were capital work-in-progress (capital work-in-progress as reported in the consolidated financial statements)?",capital work-in-progress as reported in the consolidated financial statements,no,117259,crore,110,p110: Capital Work-in-Progress | 117259,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Capital Work-in-Progress  //  1,17,259","row 'Capital Work-in-Progress', column '(C in crore)' (p.110, Managing Director, table 0, column '(C in crore)')",
FIe00451cd,"For Infosys Limited, as reported for the year ended March 31, 2023, what were intangible assets (intangible assets as reported in the consolidated financial statements)?",intangible assets as reported in the consolidated financial statements,no,62,INR crore,55,p55: Intangible assets | 62,Infosys Limited,2023-24,rejected,,,"The candidate ₹62 crore is not the requested consolidated balance-sheet metric. The ₹62 figure appears in a deferred tax table, where “Intangible assets” is a component—not the balance-sheet carrying amount.For Infosys’ consolidated financial statements as of March 31, 2023, the balance sheet reports:Other intangible assets: ₹1,538 crore? Wait — the cited consolidated figure needs distinction from the standalone statement.The annual report states that on a consolidated basis, the carrying value of intangible assets at March 31, 2023 was ₹1,749 crore.",short_figure,Intangible assets  //  62  //  1,"row 'Intangible assets', column '' (p.55, the provisions of the Income-tax Act, 1961. (Refer to Special, table 0)",
FId6c51780,"For Reliance Industries Limited, as reported for the year ended March 31, 2023, what were goodwill (goodwill as reported in the consolidated financial statements)?",goodwill as reported in the consolidated financial statements,no,15270,crore,110,p110: Goodwill | 15270,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Goodwill  //  15,270","row 'Goodwill', column '(C in crore)' (p.110, Managing Director, table 0, column '(C in crore)')",
FIe1f84ae7,"For Infosys Limited, as reported for the year ended March 31, 2023, what were investments (the 'Investments' line item as reported on the consolidated balance sheet)?",the 'Investments' line item as reported on the consolidated balance sheet,no,12569,INR crore,11,p11: Investments | 12569,Infosys Limited,2023-24,,,,,on_cited_page,"Investments  //  12,569","row 'Investments', column '2023' (p.11, Consolidated Balance Sheet, table 0, column '2023')",
FIdac039cb,"For Reliance Industries Limited, as reported for the year ended March 31, 2024, what were other income (other income as reported in the consolidated financial statements)?",other income as reported in the consolidated financial statements,no,16057,crore,111,p111: Other Income | 16057,Reliance Industries Limited,2023-24,,,,,on_cited_page,"Other Income  //  16,057","row 'Other Income', column '2023-24' (p.111, Managing Director, table 2, column '2023-24')",
FIe466f87f,"For Infosys Limited, as reported for the year ended March 31, 2024, what were revenue from operations (revenue from operations, excluding other income)?","revenue from operations, excluding other income",no,153670,INR crore,13,p13: Revenue from operations | 153670,Infosys Limited,2023-24,validated,,,,on_cited_page,"Revenue from operations  //  153,670","row 'Revenue from operations', column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023' (p.13, Consolidated Statement of Profit and Loss, table 0, column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023')",
FIde67ea96,"For Reliance Industries Limited, as reported for the year ended March 31, 2023, what were other financial liabilities (other financial liabilities as reported in the consolidated financial statements)?",other financial liabilities as reported in the consolidated financial statements,no,7704,crore,110,p110: Other Financial Liabilities | 7704,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Other Financial Liabilities  //  7,704","row 'Other Financial Liabilities', column '(C in crore)' (p.110, Managing Director, table 0, column '(C in crore)')",
FIe63f09ec,"For Infosys Limited, as reported for the year ended March 31, 2023, what were lease liabilities (lease liabilities as reported in the consolidated financial statements)?",lease liabilities as reported in the consolidated financial statements,no,223,INR crore,55,p55: Lease liabilities | 223,Infosys Limited,2023-24,,,,,on_cited_page,Lease liabilities  //  223,"row 'Lease liabilities', column 'April 1, 2023' (p.55, the provisions of the Income-tax Act, 1961. (Refer to Special, table 0, column 'April 1, 2023')",
FIe2e8c20b,"For Reliance Industries Limited, as reported for the year ended March 31, 2023, what were equity share capital (equity share capital as reported in the consolidated financial statements)?",equity share capital as reported in the consolidated financial statements,no,6766,crore,110,p110: Equity Share Capital | 6766,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Equity Share Capital  //  6,766","row 'Equity Share Capital', column '31st March, 2023' (p.110, Managing Director, table 0, column '31st March, 2023')",
FIe65fb47b,"For Infosys Limited, as reported for the year ended March 31, 2024, what were profit for the year (profit for the year attributable to owners of the company)?",profit for the year attributable to owners of the company,no,26248,INR crore,13,p13: Profit for the year | 26248,Infosys Limited,2023-24,,,,,on_cited_page,"Profit for the year  //  26,248","row 'Profit for the year', column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023' (p.13, Consolidated Statement of Profit and Loss, table 0, column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023')",
FIe3c16561,"For Reliance Industries Limited, as reported for the year ended March 31, 2023, what were total expenses (total expenses as reported in the consolidated financial statements)?",total expenses as reported in the consolidated financial statements,no,809023,crore,111,p111: Total Expenses | 809023,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Total Expenses  //  8,09,023","row 'Total Expenses', column '(C in crore) 2022-23' (p.111, Managing Director, table 2, column '(C in crore) 2022-23')",
FIeb99ef2a,"For Infosys Limited, as reported for the year ended March 31, 2024, what were other expenses (other expenses as reported in the consolidated financial statements)?",other expenses as reported in the consolidated financial statements,no,4716,INR crore,13,p13: Other expenses | 4716,Infosys Limited,2023-24,validated,,,,on_cited_page,"Other expenses  //  4,716","row 'Other expenses', column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023' (p.13, Consolidated Statement of Profit and Loss, table 0, column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023')",
FIe8084ac3,"For Reliance Industries Limited, as reported for the year ended March 31, 2023, what were cost of materials consumed (cost of materials consumed as reported in the consolidated financial statements)?",cost of materials consumed as reported in the consolidated financial statements,no,450241,crore,111,p111: Cost of Materials Consumed | 450241,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Cost of Materials Consumed  //  4,50,241","row 'Cost of Materials Consumed', column '(C in crore) 2022-23' (p.111, Managing Director, table 2, column '(C in crore) 2022-23')",
FIec230a76,"For Infosys Limited, as reported for the year ended March 31, 2023, what were cost of technical sub-contractors (cost of technical sub-contractors as reported in the consolidated financial statements)?",cost of technical sub-contractors as reported in the consolidated financial statements,no,14062,INR crore,13,p13: Cost of technical sub-contractors | 14062,Infosys Limited,2023-24,validated,,,,on_cited_page,"Cost of technical sub-contractors  //  14,062","row 'Cost of technical sub-contractors', column None (p.13, Consolidated Statement of Profit and Loss, table 0)",
FIe8ad3aa5,"For Reliance Industries Limited, in the 2023-24 consolidated financial statements, what was return on equity?",,yes,,,111,p111: Profit for the Year | 79020 ;; p110: Total Equity | 925788,Reliance Industries Limited,2023-24,,,,,no_candidate,,,
FIf798dec4,"For Infosys Limited, as reported for the year ended March 31, 2024, what were total non-current assets (total non-current assets as reported in the consolidated financial statements)?",total non-current assets as reported in the consolidated financial statements,no,48382,INR crore,11,p11: Total non-current assets | 48382,Infosys Limited,2023-24,validated,,,,on_cited_page,"Total non-current assets  //  48,382","row 'Total non-current assets', column '2024' (p.11, Consolidated Balance Sheet, table 0, column '2024')",
FIe91618ec,"For Reliance Industries Limited, as reported for the year ended March 31, 2024, what were profit before tax (profit before tax as reported in the consolidated financial statements)?",profit before tax as reported in the consolidated financial statements,no,104727,crore,111,p111: Profit Before Tax | 104727,Reliance Industries Limited,2023-24,,,,,on_cited_page,"Profit Before Tax  //  1,04,727","row 'Profit Before Tax', column '2023-24' (p.111, Managing Director, table 2, column '2023-24')",
